Accuracy,Top-5 Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Weighted F1-Score,Weighted AUC Score,Weighted Mean Average Precision
0.42276913785293674,0.7747244451155065,0.028184609190195782,0.1787337439209154,0.06666666666666667,0.42276913785293674,0.25124771006860297,0.5,0.22262941776411424
