Accuracy,Top-5 Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Weighted F1-Score,Weighted AUC Score,Weighted Mean Average Precision
0.42836979534227243,0.8059280169371913,0.06693856554967666,0.25828423190808514,0.07718840579710146,0.42836979534227243,0.28127883044500196,0.6846285362893834,0.34826699020092855
0.4481298517995766,0.8193366266760762,0.09077510771037683,0.31089015653582164,0.10386424301973309,0.4481298517995766,0.3448340822402047,0.7114962174836439,0.36937848410383667
0.45306986591390264,0.8122794636556104,0.2140611066051741,0.37348666790079954,0.11666207678072085,0.45306986591390264,0.3707118372027421,0.7236476643439097,0.3842241451831813
0.4509527170077629,0.8087508821453776,0.07669358114970545,0.2938665469400253,0.10051690821256039,0.4509527170077629,0.3298856215313609,0.7257512093792885,0.3872655022053665
0.4410726887791108,0.8052223006351447,0.11375789401427785,0.3107165362334415,0.09553505579003001,0.4410726887791108,0.3158945107182492,0.725784463427108,0.38213544994503085
0.4382498235709245,0.8186309103740297,0.1322134461989903,0.3465382439328659,0.12428767586026243,0.4382498235709245,0.37537525159673374,0.7271264399484519,0.3907688594262468
0.44954128440366975,0.8228652081863091,0.19102848252791038,0.36126863409897614,0.10592329265210622,0.44954128440366975,0.34863466227878515,0.7316667140126498,0.38897164546769564
0.4234297812279464,0.8052223006351447,0.1711432434244634,0.3552101657250798,0.1240348943340837,0.4234297812279464,0.35156775954189756,0.7308070300268091,0.3930425992812714
0.4446012702893437,0.8256880733944955,0.23741177274097827,0.39111954402342136,0.14188189364607937,0.4446012702893437,0.36086468122907084,0.7249547700560992,0.3787912028267221
0.4382498235709245,0.817925194071983,0.1407354358055958,0.32679583009585855,0.12478677606680555,0.4382498235709245,0.35897613808044404,0.7314784803322698,0.3951116519673357
