Accuracy,Top-5 Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Weighted F1-Score,Weighted AUC Score,Weighted Mean Average Precision
0.41284403669724773,0.8038108680310515,0.05734730009384267,0.260420440557185,0.08494685990338165,0.41284403669724773,0.31672986508650836,0.6483182033593208,0.3293842602358883
0.4227240649258998,0.803105151729005,0.060466376549798834,0.24455485607159683,0.07546859903381643,0.4227240649258998,0.28623038056202343,0.6516404525282915,0.3352239651512854
0.38743824982357095,0.8073394495412844,0.05700878014500711,0.2519818885729768,0.07985024154589372,0.38743824982357095,0.30379557254716033,0.6537510592422,0.3392045244804806
0.41566690190543404,0.7988708539167255,0.09531477638288785,0.3129301329816525,0.09408187996397283,0.41566690190543404,0.31445838216081345,0.6705844498327204,0.3440050728669657
0.42836979534227243,0.7960479887085392,0.06912011402883615,0.29609675551949965,0.09316425120772948,0.42836979534227243,0.33738651284661286,0.6865391745135332,0.35396015765220185
0.4255469301340861,0.8059280169371913,0.07706666130480826,0.2574130365073596,0.0792705314009662,0.4255469301340861,0.29548850227291373,0.6793204908499585,0.3466956071156873
0.4269583627381793,0.7967537050105857,0.08605969519590782,0.27286965729161466,0.08638603425559947,0.4269583627381793,0.3057372748342341,0.6891190187606732,0.35941016083284594
0.4262526464361327,0.7967537050105857,0.06640535676242647,0.2641662682731959,0.08416908212560387,0.4262526464361327,0.3135932797811586,0.6832172831246506,0.35397233509859827
0.43683839096683136,0.8087508821453776,0.11044786413207466,0.3057212513996676,0.08702717670440588,0.43683839096683136,0.31291207608547095,0.6879947572183158,0.3627092398052945
0.4417784050811574,0.8165137614678899,0.10565244370663089,0.31352688939052276,0.10487525959670396,0.4417784050811574,0.34314822764589836,0.7028370189186296,0.36913862342969755
0.42484121383203954,0.8143966125617502,0.13492087123193255,0.34375224284558326,0.1105141012539686,0.42484121383203954,0.35061965505750553,0.7041974411599528,0.36873415413543614
0.4297812279463656,0.8151023288637967,0.0938306597870426,0.31054645329340125,0.1078539335879056,0.4297812279463656,0.34068280156344083,0.7065537670258303,0.36730777230507494
0.44318983768525055,0.8122794636556104,0.11331625965213751,0.3134467547066468,0.09834024031592196,0.44318983768525055,0.34200976999188026,0.7120095062308084,0.37225345410748456
0.4488355681016232,0.8207480592801694,0.10165976054984675,0.30865581398937136,0.10116047728575363,0.4488355681016232,0.34852985758109395,0.7197240317420025,0.3780203752024892
0.4227240649258998,0.7960479887085392,0.1055247562932565,0.320204235427921,0.11458482923774008,0.4227240649258998,0.35473313870366796,0.7051275828223397,0.3624295250955118
0.44036697247706424,0.8129851799576571,0.12056202973056904,0.308191685408943,0.09047086863299095,0.44036697247706424,0.3263906564331608,0.7122880795561182,0.37799270646599265
0.44954128440366975,0.8186309103740297,0.1424565353141304,0.3379137832237633,0.10383777275155315,0.44954128440366975,0.348429841991691,0.7184497773537643,0.38023349573988185
0.4417784050811574,0.8200423429781228,0.09907611382417322,0.3118916152926283,0.10359580327966474,0.4417784050811574,0.3393104362615188,0.7218256616858654,0.3738720139714261
0.4481298517995766,0.8207480592801694,0.1026110599088959,0.32149638719778967,0.112768875192604,0.4481298517995766,0.3602134108451762,0.7216415770609248,0.38222787880546766
